id,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,OBJECTID,DBH,TPStructure,TPCondition,StumpDiameter,PlantingSpaceGlobalID,GlobalID,GenusSpecies,CreatedDate,UpdatedDate,PlantedDate,RiskRating,RiskRatingDate,Lat,Long
real_red_maple_tree_data.715,,,,,,,-1,0,-1,,,11347454,3,Full,Excellent,,EB87AE6E-BB12-47D4-A03E-6B51A750B695,E63A4B0D-7A29-4B60-AAD0-E8CCE66E185A,Acer rubrum - red maple,43:00.0,,"00:00.0",,,-73.89892187,40.88747771
real_red_maple_tree_data.716,,,,,,,-1,0,-1,,,11347455,3,Full,Excellent,,CD2607BE-2772-4EE9-9B3C-BD25038370E7,39D02F7D-6C68-4AF4-81A5-5AF586C9A0C2,Acer rubrum - red maple,44:00.0,,"00:00.0",,,-73.89872644,40.88742406
real_red_maple_tree_data.717,,,,,,,-1,0,-1,,,11347471,3,Full,Excellent,,F6B1E62F-E9D9-40DA-A7C2-FC0FFA0DD0D8,87BE98F6-00F1-437A-A23F-F579D4D0D267,Acer rubrum - red maple,23:00.0,,"00:00.0",,,-73.8811454,40.88382621
real_red_maple_tree_data.718,,,,,,,-1,0,-1,,,11347873,3,Full,Excellent,,8F7C6AEA-C59A-4149-B000-6D550BD68DA8,A62F4B6A-49C2-43C9-9B8F-5B399CDD1A43,Acer rubrum - red maple,42:00.0,,"00:00.0",,,-73.89898297,40.88749947
real_red_maple_tree_data.719,,,,,,,-1,0,-1,,,11347874,3,Full,Excellent,,C7A1DA86-0580-4997-9E78-4E62EF7E3F6E,C6F7AB83-970D-4491-89B2-CD5901F30CCB,Acer rubrum - red maple,43:00.0,,"00:00.0",,,-73.8988231,40.88745803
real_red_maple_tree_data.720,,,,,,,-1,0,-1,,,11347887,3,Full,Excellent,,6390876A-B8B5-45B6-BD49-557BA04EBB91,FDB2AFD6-5700-4AA4-8B18-49F090089518,Acer rubrum - red maple,27:00.0,,"00:00.0",,,-73.88117131,40.88412339
real_red_maple_tree_data.721,,,,,,,-1,0,-1,,,11352984,3,Full,Excellent,,925086F7-520A-4859-9361-D7A9580F034E,CEB4B694-252D-4048-84FE-FCF4B7728DAB,Acer rubrum - red maple,30:00.0,,"00:00.0",,,-73.88060569,40.88407418
real_red_maple_tree_data.747,,,,,,,-1,0,-1,,,12705882,18,Full,Fair,,"05325AE4-9F88-48A2-A42C-05678EB73ECF",924BF3FE-4BC7-4E54-B5DE-1266B817122D,Acer rubrum - red maple,54:45.0,56:36.0,,6,56:36.0,-73.88486048,40.9076955
real_red_maple_tree_data.762,,,,,,,-1,0,-1,,,15040441,15,Retired,Dead,,28D417EB-8654-4EDB-B8E7-39140955192A,B8C83364-DBF8-48E9-A9CF-44C74F75C09C,Acer rubrum - red maple,51:00.0,"07:57.0",,,,-73.89309921,40.90202523
real_red_maple_tree_data.766,,,,,,,-1,0,-1,,,15961251,21,Full,Poor,,"01572FCD-224C-43FB-B9FE-23D86B418780",B823C2F1-BC7D-4F0A-8766-96E32F267175,Acer rubrum - red maple,35:27.0,37:50.0,,7,36:11.0,-73.89389976,40.9028236
