OBJECTID,DBH,TPStructure,TPCondition,StumpDiameter,PlantingSpaceGlobalID,Geometry,GlobalID,GenusSpecies,CreatedDate,UpdatedDate,PlantedDate,RiskRating,RiskRatingDate,Lat,Long
5596134,11,Full,Fair,0,96E5D1E0-3354-4EA9-81DD-13FE21E326A0,POINT(-73.88303349931005 40.877964159568606),414CD105-BC5F-4199-9DA0-7ADE5F791EAD,Acer rubrum - red maple,11:11.0,40:01.0,,6,40:01.0,-73.8830335,40.87796416
5596136,6,Full,Good,0,B18EB5F5-2F07-41DC-8EC9-0187139BBA63,POINT(-73.88045778854128 40.8707554127672),B8BBC3C2-DF28-4D28-B2F2-8FEFD2E598B7,Acer rubrum - red maple,11:11.0,54:33.0,,3,54:33.0,-73.88045779,40.87075541
5596229,4,Full,Good,0,3CACAA49-56AE-442D-B7A4-B288AB558BCA,POINT(-73.8823172446902 40.87201388085742),22F003EA-4AB9-4465-8545-34DCDAE0F106,Acer rubrum - red maple,11:00.0,50:27.0,,6,50:27.0,-73.88231724,40.87201388
5596382,3,Full,Good,0,B5A9E96A-6865-41AC-8107-6AE63EBE1BA8,POINT(-73.88166140634401 40.87426046895285),755D3478-F646-43B9-93D6-429B52EA9AF9,Acer rubrum - red maple,11:11.0,18:51.0,,,,-73.88166141,40.87426047
5596528,9,Full,Fair,0,1CBB1DA1-F407-494F-9880-CF17D206EB6B,POINT(-73.90622525376398 40.89986814527686),09368F02-0A62-4AC4-AC6C-108BF4A6ACA4,Acer rubrum - red maple,11:11.0,,,,,-73.90622525,40.89986815
5596544,18,Full,Good,0,043DD267-16A9-4037-A9EC-546D7767285A,POINT(-73.87592181895513 40.870013287551124),7BB16E77-F55B-4479-82A2-FAE2C3756309,Acer rubrum - red maple,11:11.0,,,,,-73.87592182,40.87001329
5597249,4,Full,Fair,0,0FE096CC-512D-43ED-9C59-FF547443C5D2,POINT(-73.88185283491715 40.87064910701593),7D4AF8FF-1818-4A2A-B4E1-C2FB1043F6D1,Acer rubrum - red maple,11:11.0,56:44.0,,5,56:44.0,-73.88185283,40.87064911
5597693,25,Full,Fair,,751F2613-E50F-4778-AAC3-679AA519FA24,POINT(-73.88231637634757 40.876360674301154),52A88AAA-1F4C-4D40-8CC9-DBE0BFD70AC9,Acer rubrum - red maple,11:11.0,06:09.0,,7,06:09.0,-73.88231638,40.87636067
5597842,2,Full,Good,0,A64C1B03-CFDB-49CB-8C5C-0E67363E446F,POINT(-73.88346893182707 40.89120713468765),156D0C0F-0C5B-4049-ABEE-B80668369F32,Acer rubrum - red maple,11:11.0,,,,,-73.88346893,40.89120713
5598216,,Stump,Dead,29,D3BF9185-D5E6-4765-A660-0870A490AF8C,POINT(-73.89688989655349 40.89059747312674),E7A2F392-0939-4F1E-B1D3-A951CD142AC3,Acer rubrum - red maple,11:11.0,32:15.0,,8,39:40.0,-73.8968899,40.89059747
5598354,6,Full,Good,0,A2B02189-1FB6-4193-9FAC-3F1F3060D044,POINT(-73.89311264157521 40.88929910161272),C9244988-3FA5-4A84-A1DC-4962A56E2729,Acer rubrum - red maple,11:11.0,,,,,-73.89311264,40.8892991
5599018,5,Full,Good,0,7CC5A628-2915-4DCB-9F2C-BC1F32828D66,POINT(-73.9060945443431 40.899961906543645),54F754F5-FE08-4F2D-B02C-54B82AC517F1,Acer rubrum - red maple,11:11.0,,,,,-73.90609454,40.89996191
5599162,30,Full,Fair,0,8624A702-9206-444F-8C9A-E5C9BF23EA7D,POINT(-73.88235931389691 40.884174406096825),2E0D38A5-5322-4D82-9203-F99E9155DF86,Acer rubrum - red maple,11:11.0,,,,,-73.88235931,40.88417441
5599313,4,Full,Fair,0,C3B255F7-4361-423E-ADCA-7F481D68C516,POINT(-73.8817277333827 40.87152037822078),B706D152-962C-4B44-8585-E5C128A49477,Acer rubrum - red maple,11:11.0,04:12.0,,6,04:12.0,-73.88172773,40.87152038
5599411,20,Stump,Poor,22,C7277F4A-9A3B-41C8-A44D-6B63C9846468,POINT(-73.88166576579658 40.890473926529374),7A732AB5-0DBD-40DE-A44C-FA52520A8AF6,Acer rubrum - red maple,11:11.0,46:16.0,,7,57:27.0,-73.88166577,40.89047393
5599691,20,Full,Good,0,1F3EE483-A578-4436-A704-F830E4F9A731,POINT(-73.8833954804272 40.891258475918754),0A373C72-7549-4E2D-8D90-AFD689051ABA,Acer rubrum - red maple,11:11.0,,,,,-73.88339548,40.89125848
5599764,7,Full,Good,0,F296CE68-A79C-4FDD-9E6B-C6118C604C82,POINT(-73.90615146958518 40.90000287373641),6198EA8C-4769-483E-9594-033EFE56DDC8,Acer rubrum - red maple,11:11.0,,,,,-73.90615147,40.90000287
5599901,7,Full,Good,0,FE895F6A-F09A-4F7F-ACEF-1F38CB452CA1,POINT(-73.90612463654489 40.90004620929956),F040B820-1526-46FA-B959-710ED8BE9B90,Acer rubrum - red maple,11:11.0,,,,,-73.90612464,40.90004621
5600575,6,Full,Fair,0,770D8768-7073-435A-8424-31BC176ADE87,POINT(-73.90617171200077 40.89994908415373),2FC0EE43-3653-42A0-87F2-CEB144BAFA34,Acer rubrum - red maple,11:11.0,,,,,-73.90617171,40.89994908
5600642,8,Full,Fair,0,772217AE-F4C1-4324-A9FB-E8BE184DE3DC,POINT(-73.90587274914934 40.90020949511447),3287A592-CA88-4B1C-AFB1-839D3B885788,Acer rubrum - red maple,11:11.0,,,,,-73.90587275,40.9002095
5601120,53,Full,Fair,,6290F2E2-5756-40CA-9985-22CF01F4B077,POINT(-73.89643211900591 40.88907101711118),CFAFD303-B822-453F-8F16-BBA226BB90B2,Acer rubrum - red maple,11:11.0,39:51.0,,7,39:51.0,-73.89643212,40.88907102
5601382,26,Full,Good,0,D52A85EE-8C08-4E88-BE0F-E012502CB785,POINT(-73.89721305929994 40.88919995493635),9EFC5B4C-B9C2-4EAD-A5FB-EA95D0F6D0BC,Acer rubrum - red maple,11:11.0,,,,,-73.89721306,40.88919995
5601517,20,Full,Good,,6AF9C552-1687-4089-A03E-E94E1F8F13CB,POINT(-73.89678508196755 40.888781930630806),1B453A45-AC42-4F75-B6A9-A814119D037A,Acer rubrum - red maple,11:11.0,13:02.0,,10,13:02.0,-73.89678508,40.88878193
5601602,7,Full,Good,0,419474B9-719C-48FE-8FEB-10B045EBEB0A,POINT(-73.90588967324167 40.90012198104392),A8E243F2-A64F-409E-A3D1-A997D5455306,Acer rubrum - red maple,11:11.0,,,,,-73.90588967,40.90012198
5602306,5,Full,Good,0,3EA57E63-BBEF-49BA-BCAE-A6714436C844,POINT(-73.88162145524736 40.87096972834091),0EC3754C-BE97-4BA4-9798-4008ADDA9D48,Acer rubrum - red maple,11:11.0,01:48.0,,6,01:48.0,-73.88162146,40.87096973
5602412,10,Full,Poor,0,80317EB1-DCC3-49FA-8DC9-3DCBDAF4ACC9,POINT(-73.90626066039091 40.89984032123873),3E42DFC3-25F1-4CA1-9194-D48554C72E0B,Acer rubrum - red maple,11:11.0,,,,,-73.90626066,40.89984032
5602564,9,Full,Good,0,D56A4699-6F9B-4161-B7C0-DC0349946CF7,POINT(-73.89906414246441 40.886976889136804),9B28DB26-46CC-473A-BB9E-25B20ECD8B8A,Acer rubrum - red maple,11:11.0,,,,,-73.89906414,40.88697689
5671125,3,Full,Good,,40117CC9-35F8-4E7C-AF1F-2CBAC3A1D9A1,POINT(-73.87234601951108 40.871625682098475),6CBCF0C3-B404-421B-820D-671CA3253183,Acer rubrum - red maple,50:17.0,50:46.0,,3,50:45.0,-73.87234602,40.87162568
5801548,3,Full,Good,,9F033800-CE45-4D0A-9760-E6BE9ABA9466,POINT(-73.90096397669704 40.86983997829908),F884393B-2A85-4FE7-92B0-CD320B7B4CDD,Acer rubrum - red maple,26:00.0,01:04.0,00:00.0,3,01:04.0,-73.90096398,40.86983998
5881978,7,Full,Good,,18F802D1-F809-46D0-9EBF-454A076A6281,POINT(-73.89874565830695 40.89459042919695),877960E5-2B0B-4C16-9BCC-BC8DA21341AF,Acer rubrum - red maple,23:31.0,03:51.0,00:00.0,3,03:51.0,-73.89874566,40.89459043
5881979,6,Full,Good,,C07C83D2-17E2-471B-AD88-A45E9D4B6F17,POINT(-73.89875357328698 40.89454755102574),53EC90B2-D1AA-4F0B-9431-0A8B1606A177,Acer rubrum - red maple,22:41.0,04:50.0,00:00.0,3,04:50.0,-73.89875357,40.89454755
5881980,6,Full,Good,,CCCF94CF-A2D6-41DE-ADAA-449449A75A62,POINT(-73.89877247278194 40.894507064071654),82A7EDEB-8512-43CD-B9DD-0B65442E6FC0,Acer rubrum - red maple,21:51.0,05:33.0,00:00.0,3,05:33.0,-73.89877247,40.89450706
5881981,7,Full,Good,,93389684-AB53-47B9-9448-003DBC2C86C1,POINT(-73.8987945148285 40.89446538936263),F2C0A3DE-0A1F-4CA8-BA84-BE0DC4FA691F,Acer rubrum - red maple,20:46.0,06:19.0,00:00.0,3,06:19.0,-73.89879451,40.89446539
5881982,7,Full,Good,,7796F072-413A-43AF-ABF7-4AB54FF1743B,POINT(-73.89881498828139 40.894422521623945),054EC261-D5B8-4142-A36F-C4AB5D0CFBA4,Acer rubrum - red maple,19:45.0,07:17.0,00:00.0,3,07:17.0,-73.89881499,40.89442252
5881983,6,Full,Good,,4FF554C2-80B9-46C5-B525-EF5703DA9C46,POINT(-73.89884331753417 40.89437608695831),F6E46F58-57DB-4A27-AC38-0CC4A25F0A82,Acer rubrum - red maple,18:40.0,08:08.0,00:00.0,3,08:08.0,-73.89884332,40.89437609
5881984,6,Full,Good,,4A0F0135-2B4E-401D-82A5-E80562BF0E1F,POINT(-73.89888423167693 40.89431179427329),2F208426-B5E9-4409-B370-C643740F152A,Acer rubrum - red maple,17:27.0,09:28.0,00:00.0,3,09:28.0,-73.89888423,40.89431179
6018854,20,Full,Fair,,B0E60DE2-4287-43EB-BB6B-4B2DF805AFDA,POINT(-73.91922197087524 40.88465934883856),3804731A-FFA9-4D08-8BE2-5AE79357A4F8,Acer rubrum - red maple,40:04.0,40:12.0,,6,40:12.0,-73.91922197,40.88465935
6399615,,Stump,Dead,11,46144947-018A-4D44-AC39-5890F87C02CB,POINT(-73.8967723193627 40.883229103718996),E9B6A4EE-4B0B-4EEA-886D-1B42CBA552F6,Acer rubrum - red maple,37:00.0,25:13.0,,6,07:00.0,-73.89677232,40.8832291
6399619,,Stump,Dead,3,728CA87D-5B56-405E-9956-C911AFF2301C,POINT(-73.89468793213737 40.88418380957807),49852565-51EA-4269-BCB8-9CBFCD687A08,Acer rubrum - red maple,04:56.0,47:18.0,,6,33:50.0,-73.89468793,40.88418381
6639398,14,Full,Fair,,B13BBEC5-3A04-4D58-B2F5-2FD44A06E798,POINT(-73.89890849418879 40.89268017726946),3D7C3B6B-2977-4B87-88CF-A5661A8D8441,Acer rubrum - red maple,41:01.0,15:11.0,,6,15:11.0,-73.89890849,40.89268018
6639400,10,Full,Good,,D93BD615-7E54-4061-A204-4349AFAC920C,POINT(-73.89923783405295 40.89289489371491),02CFC017-5A47-47A0-A5B7-D36E1AAB3797,Acer rubrum - red maple,37:58.0,17:38.0,,6,17:38.0,-73.89923783,40.89289489
6661869,4,Full,Good,,29469CB6-3C84-49ED-8809-F9C69FFD9AE1,POINT(-73.90149990385798 40.909666201001684),58BC4323-B501-4300-A146-4D4F6855E004,Acer rubrum - red maple,05:00.0,50:00.0,,3,31:00.0,-73.9014999,40.9096662
6663279,3,Full,Good,,9D5FE78A-927A-4188-9D34-5C68BAB3D730,POINT(-73.9020018848419 40.90785021848304),3222AF3C-C5F8-4D46-AFDD-5FA72022C875,Acer rubrum - red maple,18:00.0,06:00.0,00:00.0,3,19:00.0,-73.90200188,40.90785022
6669085,2,Full,Good,,D963C605-CD3E-4D25-A083-D7EA0C3528DF,POINT(-73.89698058917374 40.90121723841294),6CC7ED3A-4127-4407-82D4-1B16BAEFB0A4,Acer rubrum - red maple,27:55.0,28:20.0,,3,28:19.0,-73.89698059,40.90121724
6669091,3,Full,Good,,AF6A4F4A-2791-4F7B-8430-B73286A8D832,POINT(-73.89838693521605 40.91051271012053),8813444C-085A-4BAE-AE56-4C0BB59D6EDE,Acer rubrum - red maple,09:11.0,34:09.0,,3,34:09.0,-73.89838694,40.91051271
6669092,4,Full,Good,,45A6C5FA-84A6-4943-9676-9630EBFDFE97,POINT(-73.89843339907053 40.910318573778554),E4767633-A91A-4E25-A70E-EFB55A9FC0A7,Acer rubrum - red maple,05:55.0,03:13.0,,3,03:13.0,-73.8984334,40.91031857
6669093,4,Full,Good,,94572BD0-69B6-4F8C-8B2A-795BC855FF6B,POINT(-73.89844680877535 40.91027748691419),786093D7-7CA8-4FFE-A870-5B024F862FCB,Acer rubrum - red maple,04:43.0,02:14.0,,3,02:14.0,-73.89844681,40.91027749
10068579,5,Full,Good,,E4379565-D31A-43EF-A581-ADDFC7A9F2FC,POINT(-73.88035337290871 40.870799241998505),51F7BFE9-7C69-4CE0-9DF8-FF5203811BB7,Acer rubrum - red maple,09:00.0,24:00.0,,3,24:00.0,-73.88035337,40.87079924
10344174,6,Full,Good,,135DD044-0AB9-4B65-9E35-211EB99D3497,POINT(-73.91024017048075 40.88334815588912),6401C4BD-5F35-4E23-948C-036508EE9E60,Acer rubrum - red maple,41:00.0,06:29.0,00:00.0,5,06:29.0,-73.91024017,40.88334816
10355427,10,Full,Good,,1959048E-C73F-4D6B-BC4E-988757B01676,POINT(-73.8974863491205 40.8643542102839),1ECB424C-BC4D-4F7D-B8C4-7AD798AEC33F,Acer rubrum - red maple,10:00.0,56:28.0,,5,56:28.0,-73.89748635,40.86435421
10454933,3,Full,Excellent,,30121E3A-2ED4-4419-B457-EB852815D3A3,POINT(-73.88094765480925 40.87244171957896),88399620-6BD8-40AE-96C7-028E89D1C5C5,Acer rubrum - red maple,43:00.0,43:00.0,00:00.0,,,-73.88094765,40.87244172
10457247,3,Full,Excellent,,3CCB8F77-9979-4A85-B394-F1C807DC3194,POINT(-73.87913420895133 40.87747639759697),F340F00D-165C-4C42-A061-55DA1D21FA1A,Acer rubrum - red maple,05:00.0,,00:00.0,,,-73.87913421,40.8774764
10457653,3,Full,Excellent,,AE37A127-57A8-453A-B4A2-BF367668F929,POINT(-73.87846651739854 40.87810867582094),74C36483-9868-4362-80F8-FABEE0156C3E,Acer rubrum - red maple,19:00.0,,00:00.0,,,-73.87846652,40.87810868
10459061,3,Full,Excellent,,4F70A2A1-22A1-4BDF-8E12-32DF04481B1F,POINT(-73.87804830368974 40.87857241769352),CDD18E49-58D5-4E88-91FE-0F582EEAD4F8,Acer rubrum - red maple,12:00.0,,00:00.0,,,-73.8780483,40.87857242
10462446,3,Full,Excellent,,937D2918-09FD-46E7-B27D-F03F34D61C32,POINT(-73.89026722977316 40.86219783475756),1FD17CB1-A3AE-44EB-AB91-54421F19EF2A,Acer rubrum - red maple,49:00.0,,00:00.0,,,-73.89026723,40.86219783
10537279,3,Full,Excellent,,72A0F0A3-D8F7-4F2A-99E8-DEBBB568A369,POINT(-73.8786123006522 40.87810192291503),5DE84EC9-2CAA-4E76-B083-38A966040463,Acer rubrum - red maple,47:00.0,,,,,-73.8786123,40.87810192
10537281,3,Full,Excellent,,27F0FE71-F0F5-48F0-B5A3-DB4588CA9900,POINT(-73.87787308350147 40.87859705072064),EEF03A4B-D16E-4E89-B2D4-48D6FA44400C,Acer rubrum - red maple,57:00.0,,00:00.0,,,-73.87787308,40.87859705
10537684,3,Full,Excellent,,9D2680D2-2B56-446E-B123-2D8A96509BD8,POINT(-73.87811092295435 40.87851297032803),6495B1C6-637E-4759-B185-0C337A87FE91,Acer rubrum - red maple,55:00.0,,00:00.0,,,-73.87811092,40.87851297
10564808,,Retired,Dead,34,E87FBCA5-1CE5-4350-9128-A5D497CF452A,POINT(-73.88408867206432 40.89046492417562),2312BEC2-05BB-4A56-A8A7-2DD2EEDCE366,Acer rubrum - red maple,46:12.0,32:13.0,,,,-73.88408867,40.89046492
10564826,14,Full,Fair,,19AF4D43-594A-466B-B42C-2387170BD27A,POINT(-73.88393399624003 40.89052669860047),ACE22399-834B-4DC5-83E4-8ED04B8C9591,Acer rubrum - red maple,04:47.0,05:42.0,,9,05:42.0,-73.883934,40.8905267
10579259,19,Full,Good,,D053AF17-5C35-48FF-8676-D8EC8AF911AA,POINT(-73.88359139675802 40.884829088138574),0BD5D515-ABD6-431C-A203-E67986AB69F9,Acer rubrum - red maple,02:50.0,03:10.0,,3,03:10.0,-73.8835914,40.88482909
10579278,18,Full,Fair,,393D1BD9-76FF-41CF-9D42-9DB079BF67B8,POINT(-73.88367130000817 40.88479587504372),A88C4EF9-A108-471F-A838-A2558F0A86B5,Acer rubrum - red maple,52:48.0,20:05.0,,6,20:05.0,-73.8836713,40.88479588
10579321,4,Full,Good,,74FD2B6D-3077-45A1-B95B-B928A4EB6F7E,POINT(-73.88325925870956 40.88488250456265),3D2F483B-82AB-4A82-92D5-556D6BBFDC9A,Acer rubrum - red maple,17:09.0,17:24.0,,3,17:24.0,-73.88325926,40.8848825
10653493,8,Full,Poor,,4EA48E4A-12E7-419F-9158-2F98300FE7C9,POINT(-73.90387057791885 40.88970470848689),8DC10651-B3DF-4416-9E8F-5FB1F161080B,Acer rubrum - red maple,19:00.0,22:49.0,,5,22:49.0,-73.90387058,40.88970471
10752420,13,Full,Fair,,27234755-799A-4F93-A783-D37E05BE1AB9,POINT(-73.87322294650936 40.90087087166613),0DE7A224-907D-4D1C-AFE6-ED252D050C56,Acer rubrum - red maple,41:00.0,,,,,-73.87322295,40.90087087
11083256,2,Full,Good,,AF837825-B0A6-491F-A4CE-A8BE9DC16416,POINT(-73.86179926568599 40.88329198593397),F0588774-B20D-4291-ABF7-FBCE1E330A2C,Acer rubrum - red maple,32:38.0,10:23.0,,4,10:23.0,-73.86179927,40.88329199
11158773,6,Full,Good,,59080F34-CF2A-4935-8846-39F9452E557C,POINT(-73.88484362694076 40.8777369421783),99C66EB3-8899-49B7-A7A5-7450C9E4D57C,Acer rubrum - red maple,58:00.0,10:25.0,,6,10:25.0,-73.88484363,40.87773694
11159302,3,Full,Good,,3E2666CE-9408-4131-9122-58BAE300B684,POINT(-73.89902008304212 40.8964209182208),04B8D4A2-FBD3-4F93-A47C-FAFB32474B93,Acer rubrum - red maple,01:00.0,,,,,-73.89902008,40.89642092
11180829,25,Full,Good,,C3EF81D6-CD36-4528-9EA4-00427C1EA1A0,POINT(-73.86556881261599 40.88309376716738),ED403450-8474-4911-8C94-49DA6687C551,Acer rubrum - red maple,18:00.0,20:24.0,,6,20:24.0,-73.86556881,40.88309377
11241408,2,Retired,Dead,,EE74FE4C-7261-4C2D-91C9-ACD7A89F19A3,POINT(-73.90276728585908 40.868285949386156),995FDFD8-D9C7-4CCC-9479-2BAC761536D2,Acer rubrum - red maple,07:00.0,02:00.0,,3,01:00.0,-73.90276729,40.86828595
11241409,2,Retired,Good,,98C8824E-05D4-4B66-A0CE-751F4B883188,POINT(-73.90271943359103 40.8683544670092),67F3AFA8-DB0D-4A46-AF81-010A8736FBE4,Acer rubrum - red maple,08:11.0,02:45.0,,,,-73.90271943,40.86835447
11241412,2,Retired,Poor,,0125516F-2E15-48DE-AE85-F768B62A7525,POINT(-73.90267043615792 40.868412780806835),BFC49A70-1E53-4274-A175-66F8B763E74F,Acer rubrum - red maple,09:13.0,02:51.0,,,,-73.90267044,40.86841278
11333017,3,Full,Excellent,,21BE78F7-3FBF-4ED2-9423-206F9EBDD9F4,POINT(-73.89361287165823 40.89113375810201),5D8D175C-4144-4B35-A4B2-1667F2EEE213,Acer rubrum - red maple,41:00.0,,00:00.0,,,-73.89361287,40.89113376
11333417,4,Full,Fair,,F95DCD88-6781-4B75-A708-98CD9E284125,POINT(-73.89372274977558 40.89113862477916),20680DAE-DA38-4EA3-ADD6-9B21713F3BD1,Acer rubrum - red maple,35:00.0,24:42.0,00:00.0,5,24:42.0,-73.89372275,40.89113862
11333778,3,Full,Excellent,,8EE73993-6F0D-4258-8A5B-4AA7CEDC90EB,POINT(-73.89339828296028 40.89112781344179),0709F99A-74D9-45CA-9954-58E25B9CB190,Acer rubrum - red maple,43:00.0,,00:00.0,,,-73.89339828,40.89112781
11347454,3,Full,Excellent,,EB87AE6E-BB12-47D4-A03E-6B51A750B695,POINT(-73.89892187407497 40.887477705578654),E63A4B0D-7A29-4B60-AAD0-E8CCE66E185A,Acer rubrum - red maple,43:00.0,,00:00.0,,,-73.89892187,40.88747771
11347455,3,Full,Excellent,,CD2607BE-2772-4EE9-9B3C-BD25038370E7,POINT(-73.89872643879444 40.8874240597523),39D02F7D-6C68-4AF4-81A5-5AF586C9A0C2,Acer rubrum - red maple,44:00.0,,00:00.0,,,-73.89872644,40.88742406
11347471,3,Full,Excellent,,F6B1E62F-E9D9-40DA-A7C2-FC0FFA0DD0D8,POINT(-73.88114540268181 40.88382621419006),87BE98F6-00F1-437A-A23F-F579D4D0D267,Acer rubrum - red maple,23:00.0,,00:00.0,,,-73.8811454,40.88382621
11347873,3,Full,Excellent,,8F7C6AEA-C59A-4149-B000-6D550BD68DA8,POINT(-73.89898297251784 40.887499466685355),A62F4B6A-49C2-43C9-9B8F-5B399CDD1A43,Acer rubrum - red maple,42:00.0,,00:00.0,,,-73.89898297,40.88749947
11347874,3,Full,Excellent,,C7A1DA86-0580-4997-9E78-4E62EF7E3F6E,POINT(-73.89882309933462 40.88745802940404),C6F7AB83-970D-4491-89B2-CD5901F30CCB,Acer rubrum - red maple,43:00.0,,00:00.0,,,-73.8988231,40.88745803
11347887,3,Full,Excellent,,6390876A-B8B5-45B6-BD49-557BA04EBB91,POINT(-73.88117131061632 40.88412338729028),FDB2AFD6-5700-4AA4-8B18-49F090089518,Acer rubrum - red maple,27:00.0,,00:00.0,,,-73.88117131,40.88412339
11352984,3,Full,Excellent,,925086F7-520A-4859-9361-D7A9580F034E,POINT(-73.88060569305465 40.88407418368448),CEB4B694-252D-4048-84FE-FCF4B7728DAB,Acer rubrum - red maple,30:00.0,,00:00.0,,,-73.88060569,40.88407418
11689636,3,Full,Excellent,,2E62BD64-E226-45E6-B808-A9D44704350D,POINT(-73.91536310622972 40.88152678889495),7C5A98CC-C95F-4B3C-B627-C923D88ABC9D,Acer rubrum - red maple,56:00.0,,00:00.0,,,-73.91536311,40.88152679
11689637,3,Full,Excellent,,0C2DAF8C-C494-438F-A904-84908AAFB638,POINT(-73.9152916266406 40.88157676986506),27D60228-93A1-4D92-918D-E3CAACA03F33,Acer rubrum - red maple,58:00.0,,00:00.0,,,-73.91529163,40.88157677
11689638,3,Full,Excellent,,C003CDCB-3E5A-4C61-B45C-747D85B28649,POINT(-73.91522407442393 40.88162437094145),37E80C06-EF7B-4F2A-8046-CD58DA228E64,Acer rubrum - red maple,01:00.0,,00:00.0,,,-73.91522407,40.88162437
12358773,14,Full,Fair,,34E98DEE-98C5-4898-8239-A0D83D66F834,POINT(-73.899304556562 40.878201211510365),C69E0D78-AA9C-4176-8105-8AAFA382EEB9,Acer rubrum - red maple,56:00.0,17:52.0,,7,17:52.0,-73.89930456,40.87820121
12444584,6,Full,Good,,3BDE4534-9EA4-4D94-BB40-F53E9313F61E,POINT(-73.87801841051119 40.873538388463636),9B17B203-909E-4720-A167-3B33193E9176,Acer rubrum - red maple,17:56.0,18:06.0,,6,18:06.0,-73.87801841,40.87353839
12466606,3,Full,Good,,CB0944CB-F652-442A-8C4F-8578B4C86E4D,POINT(-73.87837871316982 40.88165858070738),A7D54E91-234A-4346-A5D1-8C6D6C0B9917,Acer rubrum - red maple,50:06.0,50:43.0,,3,50:43.0,-73.87837871,40.88165858
12466607,3,Full,Good,,6C0E604F-7979-4784-A591-F1F4C515826C,POINT(-73.87850074245637 40.88130695931491),CA77EC67-75C4-4E3E-969D-3DEA8DC7E449,Acer rubrum - red maple,56:27.0,56:42.0,,5,56:42.0,-73.87850074,40.88130696
12466608,3,Full,Good,,96DBAF2A-BA12-4CF0-8F80-FE970D6A4ACF,POINT(-73.87843335884837 40.88149817619295),95224DA8-2B0B-4385-95A1-092235CE93EE,Acer rubrum - red maple,54:11.0,54:25.0,,5,54:25.0,-73.87843336,40.88149818
12466609,3,Full,Good,,18039B14-B3D3-43D6-9F1F-92C0E22B2619,POINT(-73.8784613209259 40.881437299226015),6D0C56E1-CAA6-4B64-A8FC-B5BB5F11A805,Acer rubrum - red maple,55:20.0,55:32.0,,5,55:32.0,-73.87846132,40.8814373
12466610,3,Full,Good,,298B9779-46C3-41D1-AAEB-58E529C8115F,POINT(-73.87835964859823 40.881704200828516),0DC77622-C4CD-4B74-8540-245D0A70F832,Acer rubrum - red maple,48:30.0,49:04.0,,3,49:04.0,-73.87835965,40.8817042
12482711,2,Full,Good,,B12F1D86-8EA4-4EA0-A420-F16FA5E0671F,POINT(-73.87891922985416 40.88008632808359),7B1CA347-6220-452A-964C-4535D2ED9E0F,Acer rubrum - red maple,34:58.0,,,,,-73.87891923,40.88008633
12482712,2,Full,Good,,024C158C-B7B3-4DD6-AA54-EBF67FC6D86F,POINT(-73.87893447209069 40.880046276716314),0E15C7D3-CCBF-469E-849C-B15F7E94E9BE,Acer rubrum - red maple,36:15.0,36:29.0,,3,36:29.0,-73.87893447,40.88004628
12484052,2,Full,Good,,99147722-488A-4F8B-B220-822370011034,POINT(-73.87918620720434 40.879246450718675),7FFC5457-7A03-4229-9E4B-DB255B4A13EC,Acer rubrum - red maple,59:22.0,59:37.0,,5,59:37.0,-73.87918621,40.87924645
12486688,3,Full,Good,,AE086797-1CC1-49AC-8A93-C14EDF931028,POINT(-73.878981281436 40.87932879464934),187BFDE2-8D3F-47C2-897E-35EFB50D9FC1,Acer rubrum - red maple,54:38.0,54:48.0,,3,54:48.0,-73.87898128,40.87932879
12486689,2,Full,Good,,15A9375A-0FE8-4362-B5AC-7FDEE95C1E0D,POINT(-73.87790700795983 40.88068741851935),DD53BDB2-B765-4134-8086-853B96AA94C3,Acer rubrum - red maple,08:28.0,,,,,-73.87790701,40.88068742
12486690,2,Full,Good,,E1F51D5B-9CA8-4B0F-8847-006CA071F48A,POINT(-73.87850879677805 40.88069400726248),94B3E983-8B4E-4F7C-9356-40FE7A9F28F0,Acer rubrum - red maple,05:07.0,05:19.0,,3,05:19.0,-73.8785088,40.88069401
12486691,3,Full,Good,,D910B7A3-1BFC-4E22-AA62-675C3379131A,POINT(-73.87894970502406 40.879427885527164),65C27D5E-7A14-4FA3-996B-B22029B4692F,Acer rubrum - red maple,52:11.0,52:20.0,,3,52:20.0,-73.87894971,40.87942789
12486692,3,Full,Good,,2C100F82-C78C-4A1B-8B25-AF3BA0EB173F,POINT(-73.87899604571138 40.87929584237181),B887DC5D-92D0-448D-9D22-F884A6F5F5F0,Acer rubrum - red maple,55:47.0,55:58.0,,3,55:58.0,-73.87899605,40.87929584
12486693,2,Full,Good,,7520B4CF-B12A-4E5E-9507-0C8453079F4B,POINT(-73.87786327428759 40.88063592014005),0CCC07C1-A9CA-4A1D-BDAB-5B40BD1E820A,Acer rubrum - red maple,07:52.0,08:01.0,,3,08:01.0,-73.87786327,40.88063592
12486694,2,Full,Good,,F5792B9B-AEF2-42F5-9F71-A49759E4E7FF,POINT(-73.8786549275582 40.880263423928874),DB260AE9-F24F-4F6E-AEDB-5BFA831A60D1,Acer rubrum - red maple,02:31.0,02:51.0,,3,02:51.0,-73.87865493,40.88026342
12486695,2,Full,Good,,8F826EF6-8737-45C2-AAC2-40350777063E,POINT(-73.87779722825294 40.88063533502601),A13C12EF-C256-431E-8492-1AE748E92CB6,Acer rubrum - red maple,07:32.0,07:40.0,,3,07:40.0,-73.87779723,40.88063534
