id,observed_on,quality_grade,place_guess,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name
84311541,2021-06-23,needs_id,"Van Cortlandt Park Golf Course, New York, NY, US",40.88950333,-73.89051167,Snail-killing Flies,Sepedon,Snail-killing Flies,Insecta
84311597,2021-06-23,needs_id,"Van Cortlandt Lake, New York, NY, US",40.88955,-73.89050333,Notiphila,Notiphila,,Insecta
84311974,2021-06-23,needs_id,"Van Cortlandt Park Golf Course, New York, NY, US",40.88950333,-73.89051167,Marsh Flies,Sciomyzidae,Marsh Flies,Insecta
84312666,2021-06-23,needs_id,"Van Cortlandt Lake, New York, NY, US",40.889545,-73.89056333,Snail-killing Flies,Sepedon,Snail-killing Flies,Insecta
84312960,2021-06-23,needs_id,"Van Cortlandt Lake, New York, NY, US",40.88954167,-73.890555,,Sepedon,Snail-killing Flies,Insecta
84314297,2021-06-23,research,"Van Cortlandt Park, New York, NY, US",40.89017167,-73.895165,Woodland Pool Mosquito,Aedes canadensis,Woodland Pool Mosquito,Insecta
84614990,2021-06-26,needs_id,"Van Cortlandt Park, New York, NY, US",40.89107167,-73.89469833,Atomosia puella,Atomosia puella,Common Micropanther,Insecta
84615091,2021-06-26,needs_id,"Van Cortlandt Park, New York, NY, US",40.89107167,-73.89469667,Anthomyia oculifera,Anthomyia oculifera,,Insecta
84615235,2021-06-26,needs_id,"Van Cortlandt Park, New York, NY, US",40.89111333,-73.89457833,Atomosia puella,Atomosia puella,Common Micropanther,Insecta
84662341,2021-06-26,needs_id,"Van Cortlandt Park, New York, NY, US",40.89003,-73.895195,Журчалки,Syrphinae,Typical Hover Flies,Insecta
84662543,2021-06-26,research,"Van Cortlandt Park, New York, NY, US",40.88994667,-73.89513333,Variable Duskyface Fly,Melanostoma mellinum,Variable Duskyface Fly,Insecta
84815648,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89131333,-73.89443833,Atomosia puella,Atomosia puella,Common Micropanther,Insecta
84815737,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89131333,-73.89443833,Atomosia puella,Atomosia puella,Common Micropanther,Insecta
84815748,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89119667,-73.89460833,Atomosia puella,Atomosia puella,Common Micropanther,Insecta
84815797,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89131333,-73.89443833,Anthomyia pluvialis section,Anthomyia pluvialis,,Insecta
84815846,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89119667,-73.89460833,Brachyceran Flies,Brachycera,Brachyceran Flies,Insecta
84815863,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89119667,-73.89460833,Atomosia puella,Atomosia puella,Common Micropanther,Insecta
84815971,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89119667,-73.89460833,Atomosia puella,Atomosia puella,Common Micropanther,Insecta
84816054,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89119667,-73.89460833,,Calliphoridae,Blow Flies,Insecta
84816103,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89003833,-73.89508,,Sarcophaga,Common Flesh Flies,Insecta
84816256,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.89003833,-73.89508,Diaphorini,Diaphorini,,Insecta
84816471,2021-06-27,needs_id,"Van Cortlandt Park, New York, NY, US",40.88992833,-73.89502,Condylostylus comatus,Condylostylus comatus,,Insecta
85217282,2021-06-30,needs_id,"Van Cortlandt Park, New York, NY, US",40.89103,-73.89417333,Condylostylus comatus,Condylostylus comatus,,Insecta
85218577,2021-06-30,needs_id,"Van Cortlandt Park, New York, NY, US",40.89113833,-73.89367833,,Homoneura,,Insecta
85218791,2021-06-30,needs_id,"Van Cortlandt Park, New York, NY, US",40.89106167,-73.89373833,Ommatius,Ommatius,Plumetops,Insecta
